cid,Source,pid,utid,uid,Type,ApplicationDate,StartDate,EndDate,LeaseTerm,SignedDate,MoveInDate,MoveOutDate,lid
640,Source1,3333,111,11147,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,1509
640,Source1,3333,111,11147,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,1510
641,Source1,3333,111,11147,Application,2013-12-01,2013-12-01,2014-12-01,12,2013-12-01,2013-12-01,2014-12-01,1511
641,Source1,3333,111,11147,Renewal,2014-12-01,2014-12-01,2015-12-01,12,2014-12-01,2014-12-01,2015-12-01,1512
641,Source1,3333,111,11147,Renewal,2015-12-01,2015-12-01,2016-12-01,12,2015-12-01,2015-12-01,2016-12-01,1513
642,Source1,3333,111,11147,Application,2016-12-01,2016-12-01,2017-12-01,12,2016-12-01,2016-12-01,2017-12-01,1514
642,Source1,3333,111,11147,Renewal,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,1515
642,Source1,3333,111,11147,Renewal,2018-12-01,2018-12-01,2020-12-01,24,2018-12-01,2018-12-01,2020-12-01,1516
643,Source1,3333,111,11147,Application,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,1517
644,Source1,3333,111,11148,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,1518
644,Source1,3333,111,11148,Renewal,2011-06-01,2011-06-01,2013-06-01,24,2011-06-01,2011-06-01,2013-06-01,1519
644,Source1,3333,111,11148,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,1520
644,Source1,3333,111,11148,Renewal,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,1521
645,Source1,3333,111,11148,Application,2016-06-01,2016-06-01,2018-06-01,24,2016-06-01,2016-06-01,2018-06-01,1522
645,Source1,3333,111,11148,Renewal,2018-06-01,2018-06-01,2019-06-01,12,2018-06-01,2018-06-01,2019-06-01,1523
646,Source1,3333,111,11148,Application,2019-06-01,2019-06-01,2022-06-01,36,2019-06-01,2019-06-01,,1524
647,Source1,3333,111,11149,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,1525
647,Source1,3333,111,11149,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,1526
648,Source1,3333,111,11149,Application,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,1527
648,Source1,3333,111,11149,Renewal,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,1528
648,Source1,3333,111,11149,Renewal,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,1529
648,Source1,3333,111,11149,Renewal,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,1530
648,Source1,3333,111,11149,Renewal,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,1531
649,Source1,3333,111,11150,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,1532
649,Source1,3333,111,11150,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,1533
649,Source1,3333,111,11150,Renewal,2013-12-01,2013-12-01,2014-12-01,12,2013-12-01,2013-12-01,2014-12-01,1534
649,Source1,3333,111,11150,Renewal,2014-12-01,2014-12-01,2016-12-01,24,2014-12-01,2014-12-01,2016-12-01,1535
649,Source1,3333,111,11150,Renewal,2016-12-01,2016-12-01,2018-12-01,24,2016-12-01,2016-12-01,2018-12-01,1536
649,Source1,3333,111,11150,Renewal,2018-12-01,2018-12-01,2020-12-01,24,2018-12-01,2018-12-01,2020-12-01,1537
649,Source1,3333,111,11150,Renewal,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,1538
650,Source1,3333,111,11151,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,1539
650,Source1,3333,111,11151,Renewal,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,1540
650,Source1,3333,111,11151,Renewal,2012-12-01,2012-12-01,2013-12-01,12,2012-12-01,2012-12-01,2013-12-01,1541
651,Source1,3333,111,11151,Application,2013-12-01,2013-12-01,2015-06-01,18,2013-12-01,2013-12-01,2015-06-01,1542
651,Source1,3333,111,11151,Renewal,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,1543
651,Source1,3333,111,11151,Renewal,2016-06-01,2016-06-01,2018-06-01,24,2016-06-01,2016-06-01,2018-06-01,1544
652,Source1,3333,111,11151,Application,2018-06-01,2018-06-01,2021-06-01,36,2018-06-01,2018-06-01,2021-06-01,1545
652,Source1,3333,111,11151,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,1546
653,Source1,3333,111,11152,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,1547
653,Source1,3333,111,11152,Renewal,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,1548
653,Source1,3333,111,11152,Renewal,2012-12-01,2012-12-01,2014-12-01,24,2012-12-01,2012-12-01,2014-12-01,1549
653,Source1,3333,111,11152,Renewal,2014-12-01,2014-12-01,2015-12-01,12,2014-12-01,2014-12-01,2015-12-01,1550
653,Source1,3333,111,11152,Renewal,2015-12-01,2015-12-01,2017-12-01,24,2015-12-01,2015-12-01,2017-12-01,1551
654,Source1,3333,111,11152,Application,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,1552
655,Source1,3333,111,11152,Application,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,1553
656,Source1,3333,111,11152,Application,2019-12-01,2019-12-01,2022-06-01,30,2019-12-01,2019-12-01,,1554
657,Source1,3333,111,11153,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,1555
657,Source1,3333,111,11153,Renewal,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,1556
658,Source1,3333,111,11153,Application,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,1557
659,Source1,3333,111,11153,Application,2015-06-01,2015-06-01,2018-06-01,36,2015-06-01,2015-06-01,2018-06-01,1558
660,Source1,3333,111,11153,Application,2018-06-01,2018-06-01,2019-06-01,12,2018-06-01,2018-06-01,2019-06-01,1559
660,Source1,3333,111,11153,Renewal,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,1560
660,Source1,3333,111,11153,Renewal,2020-06-01,2020-06-01,2021-06-01,12,2020-06-01,2020-06-01,2021-06-01,1561
660,Source1,3333,111,11153,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,1562
661,Source1,3333,111,11154,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,1563
661,Source1,3333,111,11154,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,1564
661,Source1,3333,111,11154,Renewal,2013-12-01,2013-12-01,2014-12-01,12,2013-12-01,2013-12-01,2014-12-01,1565
661,Source1,3333,111,11154,Renewal,2014-12-01,2014-12-01,2016-12-01,24,2014-12-01,2014-12-01,2016-12-01,1566
661,Source1,3333,111,11154,Renewal,2016-12-01,2016-12-01,2018-12-01,24,2016-12-01,2016-12-01,2018-12-01,1567
661,Source1,3333,111,11154,Renewal,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,1568
661,Source1,3333,111,11154,Renewal,2019-12-01,2019-12-01,2021-12-01,24,2019-12-01,2019-12-01,,1569
661,Source1,3333,111,11154,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,1570
662,Source1,3333,111,11155,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,1571
663,Source1,3333,111,11155,Application,2011-06-01,2011-06-01,2012-12-01,18,2011-06-01,2011-06-01,2012-12-01,1572
664,Source1,3333,111,11155,Application,2012-12-01,2012-12-01,2013-12-01,12,2012-12-01,2012-12-01,2013-12-01,1573
665,Source1,3333,111,11155,Application,2013-12-01,2013-12-01,2014-12-01,12,2013-12-01,2013-12-01,2014-12-01,1574
665,Source1,3333,111,11155,Renewal,2014-12-01,2014-12-01,2015-12-01,12,2014-12-01,2014-12-01,2015-12-01,1575
666,Source1,3333,111,11155,Application,2015-12-01,2015-12-01,2017-12-01,24,2015-12-01,2015-12-01,2017-12-01,1576
666,Source1,3333,111,11155,Renewal,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,1577
666,Source1,3333,111,11155,Renewal,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,1578
666,Source1,3333,111,11155,Renewal,2019-12-01,2019-12-01,2020-12-01,12,2019-12-01,2019-12-01,2020-12-01,1579
667,Source1,3333,111,11155,Application,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,1580
668,Source1,3333,111,11156,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,1581
668,Source1,3333,111,11156,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,1582
668,Source1,3333,111,11156,Renewal,2013-12-01,2013-12-01,2014-12-01,12,2013-12-01,2013-12-01,2014-12-01,1583
668,Source1,3333,111,11156,Renewal,2014-12-01,2014-12-01,2015-12-01,12,2014-12-01,2014-12-01,2015-12-01,1584
669,Source1,3333,111,11156,Application,2015-12-01,2015-12-01,2017-12-01,24,2015-12-01,2015-12-01,2017-12-01,1585
669,Source1,3333,111,11156,Renewal,2017-12-01,2017-12-01,2019-12-01,24,2017-12-01,2017-12-01,2019-12-01,1586
669,Source1,3333,111,11156,Renewal,2019-12-01,2019-12-01,2020-12-01,12,2019-12-01,2019-12-01,2020-12-01,1587
669,Source1,3333,111,11156,Renewal,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,1588
670,Source1,3333,111,11157,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,1589
671,Source1,3333,111,11157,Application,2012-06-01,2012-06-01,2013-06-01,12,2012-06-01,2012-06-01,2013-06-01,1590
672,Source1,3333,111,11157,Application,2013-06-01,2013-06-01,2016-06-01,36,2013-06-01,2013-06-01,2016-06-01,1591
672,Source1,3333,111,11157,Renewal,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,1592
673,Source1,3333,111,11157,Application,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,1593
673,Source1,3333,111,11157,Renewal,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,1594
674,Source1,3333,111,11157,Application,2020-06-01,2020-06-01,2021-06-01,12,2020-06-01,2020-06-01,2021-06-01,1595
674,Source1,3333,111,11157,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,1596
675,Source1,3333,111,11158,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,1597
675,Source1,3333,111,11158,Renewal,2012-06-01,2012-06-01,2013-06-01,12,2012-06-01,2012-06-01,2013-06-01,1598
676,Source1,3333,111,11158,Application,2013-06-01,2013-06-01,2016-06-01,36,2013-06-01,2013-06-01,2016-06-01,1599
676,Source1,3333,111,11158,Renewal,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,1600
677,Source1,3333,111,11158,Application,2017-06-01,2017-06-01,2018-06-01,12,2017-06-01,2017-06-01,2018-06-01,1601
678,Source1,3333,111,11158,Application,2018-06-01,2018-06-01,2019-12-01,18,2018-06-01,2018-06-01,2019-12-01,1602
679,Source1,3333,111,11158,Application,2019-12-01,2019-12-01,2021-12-01,24,2019-12-01,2019-12-01,,1603
679,Source1,3333,111,11158,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,1604
680,Source1,3333,111,11159,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,1605
680,Source1,3333,111,11159,Renewal,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,1606
680,Source1,3333,111,11159,Renewal,2012-12-01,2012-12-01,2013-12-01,12,2012-12-01,2012-12-01,2013-12-01,1607
681,Source1,3333,111,11159,Application,2013-12-01,2013-12-01,2015-06-01,18,2013-12-01,2013-12-01,2015-06-01,1608
681,Source1,3333,111,11159,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,1609
681,Source1,3333,111,11159,Renewal,2017-06-01,2017-06-01,2018-06-01,12,2017-06-01,2017-06-01,2018-06-01,1610
681,Source1,3333,111,11159,Renewal,2018-06-01,2018-06-01,2020-06-01,24,2018-06-01,2018-06-01,2020-06-01,1611
681,Source1,3333,111,11159,Renewal,2020-06-01,2020-06-01,2021-06-01,12,2020-06-01,2020-06-01,2021-06-01,1612
682,Source1,3333,111,11159,Application,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,1613
683,Source1,3333,111,11160,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,1614
683,Source1,3333,111,11160,Renewal,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,1615
683,Source1,3333,111,11160,Renewal,2012-12-01,2012-12-01,2013-12-01,12,2012-12-01,2012-12-01,2013-12-01,1616
684,Source1,3333,111,11160,Application,2013-12-01,2013-12-01,2015-12-01,24,2013-12-01,2013-12-01,2015-12-01,1617
684,Source1,3333,111,11160,Renewal,2015-12-01,2015-12-01,2017-12-01,24,2015-12-01,2015-12-01,2017-12-01,1618
684,Source1,3333,111,11160,Renewal,2017-12-01,2017-12-01,2019-12-01,24,2017-12-01,2017-12-01,2019-12-01,1619
685,Source1,3333,111,11160,Application,2019-12-01,2019-12-01,2021-12-01,24,2019-12-01,2019-12-01,,1620
685,Source1,3333,111,11160,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,1621
686,Source1,3333,111,11161,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,1622
686,Source1,3333,111,11161,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,1623
686,Source1,3333,111,11161,Renewal,2013-12-01,2013-12-01,2015-12-01,24,2013-12-01,2013-12-01,2015-12-01,1624
686,Source1,3333,111,11161,Renewal,2015-12-01,2015-12-01,2017-12-01,24,2015-12-01,2015-12-01,2017-12-01,1625
686,Source1,3333,111,11161,Renewal,2017-12-01,2017-12-01,2019-12-01,24,2017-12-01,2017-12-01,2019-12-01,1626
687,Source1,3333,111,11161,Application,2019-12-01,2019-12-01,2022-06-01,30,2019-12-01,2019-12-01,,1627
688,Source1,3333,111,11162,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,1628
689,Source1,3333,111,11162,Application,2012-06-01,2012-06-01,2013-06-01,12,2012-06-01,2012-06-01,2013-06-01,1629
689,Source1,3333,111,11162,Renewal,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,1630
689,Source1,3333,111,11162,Renewal,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,1631
690,Source1,3333,111,11162,Application,2015-06-01,2015-06-01,2018-06-01,36,2015-06-01,2015-06-01,2018-06-01,1632
691,Source1,3333,111,11162,Application,2018-06-01,2018-06-01,2020-06-01,24,2018-06-01,2018-06-01,2020-06-01,1633
692,Source1,3333,111,11162,Application,2020-06-01,2020-06-01,2021-12-01,18,2020-06-01,2020-06-01,,1634
692,Source1,3333,111,11162,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,1635
693,Source1,3333,111,11163,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,1636
694,Source1,3333,111,11163,Application,2011-06-01,2011-06-01,2014-06-01,36,2011-06-01,2011-06-01,2014-06-01,1637
695,Source1,3333,111,11163,Application,2014-06-01,2014-06-01,2015-12-01,18,2014-06-01,2014-06-01,2015-12-01,1638
695,Source1,3333,111,11163,Renewal,2015-12-01,2015-12-01,2016-12-01,12,2015-12-01,2015-12-01,2016-12-01,1639
696,Source1,3333,111,11163,Application,2016-12-01,2016-12-01,2019-12-01,36,2016-12-01,2016-12-01,2019-12-01,1640
696,Source1,3333,111,11163,Renewal,2019-12-01,2019-12-01,2020-12-01,12,2019-12-01,2019-12-01,2020-12-01,1641
696,Source1,3333,111,11163,Renewal,2020-12-01,2020-12-01,2021-12-01,12,2020-12-01,2020-12-01,,1642
697,Source1,3333,111,11163,Application,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,1643
698,Source1,3333,111,11164,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,1644
698,Source1,3333,111,11164,Renewal,2011-06-01,2011-06-01,2013-06-01,24,2011-06-01,2011-06-01,2013-06-01,1645
698,Source1,3333,111,11164,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,1646
698,Source1,3333,111,11164,Renewal,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,1647
698,Source1,3333,111,11164,Renewal,2016-06-01,2016-06-01,2018-06-01,24,2016-06-01,2016-06-01,2018-06-01,1648
698,Source1,3333,111,11164,Renewal,2018-06-01,2018-06-01,2019-06-01,12,2018-06-01,2018-06-01,2019-06-01,1649
699,Source1,3333,111,11164,Application,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,1650
699,Source1,3333,111,11164,Renewal,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,1651
700,Source1,3333,111,11165,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,1652
701,Source1,3333,111,11165,Application,2011-06-01,2011-06-01,2013-06-01,24,2011-06-01,2011-06-01,2013-06-01,1653
701,Source1,3333,111,11165,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,1654
701,Source1,3333,111,11165,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,1655
702,Source1,3333,111,11165,Application,2017-06-01,2017-06-01,2018-12-01,18,2017-06-01,2017-06-01,2018-12-01,1656
702,Source1,3333,111,11165,Renewal,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,1657
702,Source1,3333,111,11165,Renewal,2019-12-01,2019-12-01,2021-12-01,24,2019-12-01,2019-12-01,,1658
702,Source1,3333,111,11165,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,1659
703,Source1,3333,111,11166,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,1660
703,Source1,3333,111,11166,Renewal,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,1661
703,Source1,3333,111,11166,Renewal,2012-12-01,2012-12-01,2014-12-01,24,2012-12-01,2012-12-01,2014-12-01,1662
704,Source1,3333,111,11166,Application,2014-12-01,2014-12-01,2017-12-01,36,2014-12-01,2014-12-01,2017-12-01,1663
704,Source1,3333,111,11166,Renewal,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,1664
704,Source1,3333,111,11166,Renewal,2018-12-01,2018-12-01,2020-12-01,24,2018-12-01,2018-12-01,2020-12-01,1665
705,Source1,3333,111,11166,Application,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,1666
706,Source1,3333,111,11167,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,1667
707,Source1,3333,111,11167,Application,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,1668
707,Source1,3333,111,11167,Renewal,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,1669
707,Source1,3333,111,11167,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,1670
707,Source1,3333,111,11167,Renewal,2017-06-01,2017-06-01,2018-06-01,12,2017-06-01,2017-06-01,2018-06-01,1671
707,Source1,3333,111,11167,Renewal,2018-06-01,2018-06-01,2019-06-01,12,2018-06-01,2018-06-01,2019-06-01,1672
707,Source1,3333,111,11167,Renewal,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,1673
707,Source1,3333,111,11167,Renewal,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,1674
708,Source1,3333,111,11168,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,1675
708,Source1,3333,111,11168,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,1676
708,Source1,3333,111,11168,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,1677
708,Source1,3333,111,11168,Renewal,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,1678
708,Source1,3333,111,11168,Renewal,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,1679
709,Source1,3333,111,11168,Application,2020-06-01,2020-06-01,2021-12-01,18,2020-06-01,2020-06-01,,1680
709,Source1,3333,111,11168,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,1681
710,Source1,3333,111,11169,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,1682
710,Source1,3333,111,11169,Renewal,2011-06-01,2011-06-01,2013-06-01,24,2011-06-01,2011-06-01,2013-06-01,1683
711,Source1,3333,111,11169,Application,2013-06-01,2013-06-01,2016-06-01,36,2013-06-01,2013-06-01,2016-06-01,1684
711,Source1,3333,111,11169,Renewal,2016-06-01,2016-06-01,2018-06-01,24,2016-06-01,2016-06-01,2018-06-01,1685
711,Source1,3333,111,11169,Renewal,2018-06-01,2018-06-01,2019-06-01,12,2018-06-01,2018-06-01,2019-06-01,1686
711,Source1,3333,111,11169,Renewal,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,1687
711,Source1,3333,111,11169,Renewal,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,1688
712,Source1,3333,111,11170,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,1689
713,Source1,3333,111,11170,Application,2011-12-01,2011-12-01,2013-06-01,18,2011-12-01,2011-12-01,2013-06-01,1690
714,Source1,3333,111,11170,Application,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,1691
714,Source1,3333,111,11170,Renewal,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,1692
714,Source1,3333,111,11170,Renewal,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,1693
715,Source1,3333,111,11170,Application,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,1694
715,Source1,3333,111,11170,Renewal,2019-06-01,2019-06-01,2021-06-01,24,2019-06-01,2019-06-01,2021-06-01,1695
716,Source1,3333,111,11170,Application,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,1696
717,Source1,3333,111,11171,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,1697
717,Source1,3333,111,11171,Renewal,2012-06-01,2012-06-01,2013-06-01,12,2012-06-01,2012-06-01,2013-06-01,1698
717,Source1,3333,111,11171,Renewal,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,1699
717,Source1,3333,111,11171,Renewal,2014-06-01,2014-06-01,2016-06-01,24,2014-06-01,2014-06-01,2016-06-01,1700
718,Source1,3333,111,11171,Application,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,1701
718,Source1,3333,111,11171,Renewal,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,1702
719,Source1,3333,111,11171,Application,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,1703
720,Source1,3333,111,11171,Application,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,1704
721,Source1,3333,111,11172,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,1705
721,Source1,3333,111,11172,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,1706
